id,year,month,date,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel,day,popularity
16615,1,11,25,10,227,0.683035711,0.999999993,0.83098591,9,7,,0,4.651982379,7,bussiness,monday,0
16616,1,11,25,11,737,0.52840909,0.999999998,,36,5,,1,4.717774763,9,entertainment,monday,1
16617,1,11,25,11,545,0.510396974,,0.707936506,9,,1,0,4.95412844,9,world,monday,0
16618,1,11,25,7,161,0.644295298,,0.717391297,8,7,1,0,4.366459627,6,technology,monday,1
16619,1,11,25,12,506,0.542682926,,,25,8,10,2,4.549407115,10,other,monday,1
16620,1,11,25,12,708,0.498571428,,,18,1,1,0,5.269774011,5,bussiness,monday,0
16621,1,11,25,8,154,0.653594767,0.999999989,0.842105254,4,2,1,0,4.727272727,5,bussiness,monday,0
16622,1,11,25,10,564,0.505454545,0.999999997,0.669669668,19,5,15,1,4.368794326,10,entertainment,monday,1
16623,1,11,25,7,531,0.512428297,0.999999997,,2,2,,0,4.708097928,9,world,monday,0
16624,1,11,25,11,397,0.515706805,,0.666666664,5,4,7,1,4.536523929,6,bussiness,monday,1
16625,1,11,25,12,617,0.495854062,,0.6713881,20,,14,1,4.437601297,10,entertainment,monday,1
16627,1,11,25,11,587,0.498293515,,0.688046645,5,1,1,0,4.483816014,9,lifestyle,monday,1
16628,1,11,25,11,258,0.632653059,,0.721311471,15,3,0,11,4.926356589,7,other,monday,1
16629,1,11,25,9,293,0.586805554,,0.754385961,7,4,1,1,4.501706485,7,entertainment,monday,0
16630,1,11,25,13,1088,0.502873563,0.999999998,,10,6,0,26,4.533088235,5,entertainment,monday,1
16631,1,11,25,7,510,0.56048387,0.999999997,0.732026141,25,1,13,0,4.478431373,7,entertainment,monday,1
16632,1,11,25,9,119,0.723214279,0.999999986,0.840579698,4,2,,2,4.638655462,8,other,monday,0
16634,1,11,25,10,587,0.466552315,,,10,0,1,0,5.473594549,10,world,monday,1
16635,1,11,25,10,152,0.679104473,0.999999988,,3,,1,0,4.164473684,5,technology,monday,1
16636,1,11,25,7,659,0.425727411,0.999999997,0.574412531,8,3,1,0,4.327769348,10,bussiness,monday,1
16638,1,11,25,8,969,0.421568627,0.999999998,,17,0,1,0,4.62125903,10,world,monday,0
16639,1,11,25,9,555,0.542435423,0.999999997,0.683431951,18,0,1,0,4.754954955,10,lifestyle,monday,1
16640,1,11,25,10,101,0.752577312,,0.849999986,3,,1,0,4.613861386,5,lifestyle,monday,1
16642,1,11,25,9,843,0.49047619,,0.734177214,18,2,,0,4.387900356,10,lifestyle,monday,1
16643,1,11,25,13,487,0.499999999,,0.677655675,7,2,0,1,4.605749487,5,technology,monday,1
16644,1,11,25,8,481,0.519230768,0.999999996,0.685512365,20,,11,0,4.428274428,10,social media,monday,0
16648,1,11,25,10,317,0.644444442,0.999999995,0.798994971,13,0,1,0,4.861198738,10,,monday,0
16650,1,11,25,12,382,0.560526314,0.999999996,,9,7,1,1,4.92408377,8,world,monday,0
16651,1,11,25,13,686,0.49484536,0.999999998,,9,4,1,1,4.527696793,7,bussiness,monday,1
16652,1,11,25,13,1565,0.398939695,0.999999999,0.577217962,6,6,10,0,4.384025559,9,technology,monday,0
16653,1,11,26,9,291,0.590277776,0.999999995,0.735135131,10,5,1,0,4.64604811,6,,tuesday,0
16654,1,11,26,7,948,0.508620689,,0.714285713,3,3,13,0,4.460970464,7,other,tuesday,1
16655,1,11,26,12,659,0.489062499,0.999999997,,23,9,14,0,4.446130501,8,entertainment,tuesday,0
16656,1,11,26,10,171,0.71428571,0.999999992,,14,6,,1,5.134502924,8,other,tuesday,1
16658,1,11,26,9,282,0.593525178,,0.786585361,8,2,1,1,4.847517731,7,technology,tuesday,1
16659,1,11,26,11,358,0.620689653,,,10,,1,0,5.312849162,7,world,tuesday,0
16660,1,11,26,8,949,0.503225806,0.999999998,0.713503648,51,,1,0,4.56691254,9,bussiness,tuesday,1
16662,1,11,26,9,371,0.571030639,,0.70588235,12,4,10,1,4.601078167,5,other,tuesday,1
16663,1,11,26,10,575,0.510526315,,0.701807227,4,3,14,0,4.471304348,5,technology,tuesday,1
16664,1,11,26,8,575,0.507017543,0.999999997,0.703363912,8,1,1,0,4.829565217,10,lifestyle,tuesday,0
16665,1,11,26,8,433,0.469879517,0.999999996,,34,5,11,0,3.792147806,10,technology,tuesday,1
16666,1,11,26,12,1315,0.443076923,0.999999999,0.638352638,29,6,1,0,4.991634981,10,world,tuesday,1
16667,1,11,26,10,480,0.569002122,0.999999997,0.769759448,10,,0,2,4.71875,10,entertainment,tuesday,0
16668,1,11,26,10,820,0.505025125,0.999999998,0.685300206,12,6,1,0,4.431707317,5,bussiness,tuesday,0
16669,1,11,26,14,330,0.605769229,,,8,5,9,2,4.727272727,7,entertainment,tuesday,1
16670,1,11,26,13,73,0.774647876,,,3,2,0,1,4.205479452,6,other,tuesday,1
16671,1,11,26,10,193,0.603351952,0.999999992,0.573643406,15,3,,1,5.264248705,6,other,tuesday,1
16675,1,11,26,8,274,0.567099565,,0.642424239,32,2,14,0,4.649635037,10,other,tuesday,1
16676,1,11,26,12,93,0.725274717,,,5,4,1,1,4.494623656,10,entertainment,tuesday,1
16677,1,11,26,13,241,0.622406636,,0.774834432,6,3,0,0,4.622406639,7,world,tuesday,1
16678,1,11,26,14,207,0.651960781,0.999999992,0.793650787,3,1,0,1,4.748792271,6,bussiness,tuesday,1
16679,1,11,26,9,2173,0.364312267,,,72,15,46,0,4.723884031,7,social media,tuesday,1
16680,1,11,26,13,515,0.540160641,0.999999997,,20,,,1,4.768932039,7,entertainment,tuesday,0
16681,1,11,26,8,452,0.536036035,,,5,,1,2,4.398230089,9,technology,tuesday,1
16682,1,11,26,10,577,0.552772808,0.999999997,0.675531913,16,4,0,10,4.70017331,7,entertainment,tuesday,1
16683,1,11,26,10,673,0.488226059,,0.61860465,14,0,1,0,4.894502229,9,world,tuesday,0
16684,1,11,26,14,311,0.59672131,0.999999994,,3,2,0,0,4.421221865,5,technology,tuesday,1
16685,1,11,26,10,906,0.434254143,,,2,1,1,1,4.39183223,5,entertainment,tuesday,0
16686,1,11,26,11,1371,0.392041267,0.999999999,,4,0,1,1,4.582056893,7,social media,tuesday,1
16687,1,11,26,11,102,0.769999992,0.999999983,,4,0,0,2,4.784313725,7,lifestyle,tuesday,0
16688,1,11,26,11,1577,0.453042328,0.999999999,,13,3,21,0,4.92263792,8,world,tuesday,0
16689,1,11,26,10,181,0.610778439,,0.621848734,15,2,12,0,5.187845304,7,other,tuesday,1
16690,1,11,26,10,600,0.525252524,,,13,7,1,1,4.551666667,6,entertainment,tuesday,1
16691,1,11,26,9,152,0.648648644,,,6,2,0,0,4.861842105,6,social media,tuesday,1
16692,1,11,26,13,245,0.59259259,0.999999993,,5,2,1,0,4.648979592,4,social media,tuesday,1
16693,1,11,26,9,117,0.716814153,0.999999986,,5,4,1,0,4.418803419,7,social media,tuesday,1
16694,1,11,26,8,108,0.819047611,,,2,0,1,0,4.944444444,7,world,tuesday,0
16695,1,11,26,7,766,0.465147452,,,7,2,1,0,4.300261097,4,world,tuesday,0
16696,1,11,26,11,381,0.514367815,0.999999996,0.549242422,3,1,26,0,4.393700787,5,bussiness,tuesday,0
16697,1,11,26,8,273,0.627376423,0.999999993,,8,4,0,0,4.505494505,10,world,tuesday,0
16698,1,11,26,12,0,0,0,,0,0,0,1,0,7,world,tuesday,0
16699,1,11,26,12,268,0.616541351,0.999999994,,5,3,1,0,4.962686567,6,entertainment,tuesday,0
16700,1,11,26,7,113,0.801801795,,,4,2,1,1,4.575221239,9,other,tuesday,1
16701,1,11,26,9,173,0.706586822,,,3,1,0,0,4.826589595,9,technology,tuesday,0
16702,1,11,27,14,236,0.594827584,,,7,5,1,1,4.754237288,8,bussiness,wednesday,0
16703,1,11,27,9,367,0.553691273,,0.623809521,26,3,11,0,3.80653951,10,bussiness,wednesday,0
16704,1,11,27,10,269,0.618110234,0.999999994,0.757961779,7,2,0,0,4.535315985,7,entertainment,wednesday,1
16705,1,11,27,9,169,0.670731703,0.99999999,0.819999992,5,,1,0,4.769230769,3,bussiness,,1
16706,1,11,27,13,234,0.609865468,0.999999992,0.759398491,7,5,1,0,4.717948718,6,social media,wednesday,0
16707,1,11,27,6,799,0.513174403,0.999999998,0.716701901,8,,1,0,4.927409262,10,technology,wednesday,1
16708,1,11,27,13,526,0.501923076,,0.732142855,10,5,1,0,4.216730038,10,world,wednesday,1
16709,1,11,27,9,647,0.461538461,,,11,0,1,0,4.476043277,10,world,wednesday,0
16711,1,11,27,12,335,0.487951806,0.999999995,0.567567565,40,2,37,1,5.355223881,3,other,wednesday,1
16712,1,11,27,10,418,0.514423076,0.999999996,0.717391301,5,3,1,0,4.320574163,3,social media,wednesday,1
16714,1,11,27,9,367,0.598870055,0.999999996,,12,,11,0,4.564032698,10,other,wednesday,0
16715,1,11,27,12,626,0.483870967,,,9,7,1,0,4.432907348,7,bussiness,wednesday,1
16716,1,11,27,9,517,0.520388349,,0.768115939,4,3,0,1,4.377176015,9,bussiness,wednesday,1
16717,1,11,27,11,148,0.680272104,0.999999989,,6,4,1,0,4.783783784,9,entertainment,wednesday,1
16718,1,11,27,9,211,0.676328499,0.999999992,,4,0,,1,4.834123223,10,world,wednesday,0
16719,1,11,27,8,212,0.499999998,,0.554744521,29,2,25,0,5.674528302,9,lifestyle,wednesday,0
16720,1,11,27,11,130,0.716666661,,0.724137923,10,2,7,1,4.923076923,7,other,wednesday,0
16721,1,11,27,10,1040,0.492522432,0.999999998,0.675675675,19,6,1,12,4.563461538,7,entertainment,wednesday,1
16722,1,11,27,8,854,0.489746682,,0.68181818,21,3,1,0,4.5,10,technology,wednesday,0
16723,1,11,27,11,395,0.590078327,,,9,4,1,0,4.498734177,4,world,wednesday,1
16724,1,11,27,9,827,0.483476132,0.999999998,,9,3,1,0,4.902055623,10,bussiness,wednesday,1
16725,1,11,27,12,118,0.698275856,0.999999985,0.878787865,9,5,0,0,4.584745763,10,technology,wednesday,1
16726,1,11,27,9,229,0.681415926,,,9,5,0,0,4.864628821,8,world,wednesday,0
16727,1,11,27,10,381,0.597368419,0.999999996,,10,6,1,0,5.498687664,9,world,wednesday,0
16729,1,11,27,11,278,0.604562735,0.999999994,,21,5,0,14,4.834532374,10,other,wednesday,1
16730,1,11,27,12,143,0.678571424,0.999999988,0.821428562,2,1,1,0,4.496503497,7,lifestyle,wednesday,1
16731,1,11,27,14,647,0.527910685,0.999999997,0.695979898,26,5,15,1,4.595054096,9,,wednesday,0
16732,1,11,27,8,1106,0.425841674,0.999999998,,9,3,1,0,4.869801085,6,bussiness,wednesday,1
16733,1,11,27,11,113,0.766355133,0.999999985,0.911764692,3,2,0,1,4.681415929,7,lifestyle,wednesday,1
16734,1,11,27,10,445,0.545662099,,,18,5,0,1,4.988764045,8,world,wednesday,0
16735,1,11,27,12,782,0.469755469,,0.655701753,6,6,1,0,4.776214834,6,bussiness,wednesday,0
16737,1,11,27,11,372,0.588075879,,,10,0,1,0,4.758064516,10,world,wednesday,0
16738,1,11,27,10,499,0.565656565,0.999999996,0.765567763,4,3,1,0,4.404809619,6,technology,wednesday,1
16739,1,11,27,9,129,0.751937979,0.999999988,0.862499989,9,4,,2,4.813953488,8,other,wednesday,1
16740,1,11,27,8,386,0.532258063,0.999999995,0.712264148,6,0,1,0,4.42746114,10,technology,wednesday,1
16741,1,11,27,9,528,0.518026564,0.999999997,0.697749194,23,0,1,0,4.575757576,10,world,wednesday,0
16742,1,11,27,7,367,0.538251365,0.999999995,,9,0,1,0,4.643051771,10,lifestyle,wednesday,0
16743,1,11,27,10,180,0.614457828,0.999999992,,18,3,11,0,5.333333333,7,other,wednesday,0
16744,1,11,27,8,812,0.499380421,0.999999998,,9,0,1,0,4.463054187,9,lifestyle,wednesday,1
16745,1,11,27,9,545,0.493482308,,0.682847894,16,1,8,0,4.502752294,8,lifestyle,wednesday,0
16746,1,11,27,12,125,0.75806451,,0.881578936,6,6,0,2,4.456,7,other,wednesday,0
16747,1,11,27,9,216,0.532710278,0.999999993,0.632653057,30,3,25,1,5.986111111,10,other,wednesday,1
16748,1,11,27,7,1021,0.444776119,0.999999998,0.615015973,12,0,1,0,4.94906954,8,bussiness,wednesday,1
16749,1,11,27,11,323,0.727272725,0.999999995,0.846534649,5,4,0,21,4.569659443,6,entertainment,wednesday,1
16750,1,11,27,13,1158,0.446288209,,,12,0,1,0,4.70552677,10,world,wednesday,0
16751,1,11,27,10,1905,0.444569499,0.999999999,0.548436308,81,3,21,0,5.016272966,7,world,wednesday,1
16752,1,11,27,9,573,0.55135135,0.999999997,0.70348837,21,5,1,1,4.713787086,8,bussiness,wednesday,1
16753,1,11,27,8,203,0.592783502,0.999999992,0.695999994,5,2,,1,4.596059113,7,technology,wednesday,0
16754,1,11,27,7,294,0.629893236,0.999999995,,18,3,14,0,5.003401361,8,other,wednesday,1
16757,1,11,28,8,847,0.560248447,,0.721402213,19,12,0,34,4.579693034,10,social media,thursday,1
16758,1,11,28,9,363,0.58309859,,0.77209302,9,6,0,0,4.683195592,10,technology,thursday,1
16760,1,11,28,10,169,0.638709673,0.999999991,0.679245277,17,4,12,0,4.75739645,7,other,thursday,1
16761,1,11,28,11,513,0.488933601,,,4,,10,0,4.810916179,9,entertainment,thursday,1
16762,1,11,28,15,113,0.776785707,,0.914285701,6,4,0,0,4.628318584,10,technology,thursday,0
16763,1,11,28,11,293,0.600682592,0.999999994,0.762430935,11,7,0,1,4.829351536,10,technology,thursday,1
16764,1,11,28,9,235,0.625531912,0.999999993,0.80434782,9,7,0,0,4.676595745,10,technology,thursday,1
16765,1,11,28,10,286,0.538461537,0.999999995,,17,2,9,1,4.56993007,6,other,thursday,0
16767,1,11,28,7,409,0.555282554,0.999999996,0.692015206,4,1,1,0,4.547677262,10,lifestyle,thursday,1
16768,1,11,28,12,178,0.706896548,,,3,2,0,1,5,8,entertainment,thursday,1
16769,1,11,28,9,530,0.519305018,,0.741379308,8,0,1,0,4.422641509,9,world,thursday,1
16770,1,11,28,12,163,0.627329189,0.999999991,0.688073388,15,,11,1,4.45398773,10,other,thursday,0
16772,1,11,28,8,899,0.486238532,0.999999998,,28,6,1,2,4.78865406,10,lifestyle,thursday,1
16774,1,11,28,12,455,0.545253862,,0.729241875,3,2,6,0,4.716483516,8,technology,thursday,0
16775,1,11,28,10,176,0.570552144,,,18,5,11,0,5.454545455,9,other,thursday,1
16777,1,11,28,7,844,0.338832487,0.999999998,0.407732864,13,2,7,0,4.6007109,8,other,thursday,0
16778,1,11,28,10,164,0.727272723,0.99999999,0.819047611,10,2,,0,4.579268293,6,other,thursday,0
16779,1,11,28,10,164,0.660377354,,0.855670094,5,,1,0,4.81097561,10,world,thursday,0
16780,1,11,28,9,406,0.559493669,0.999999995,0.747747744,4,1,1,0,4.672413793,6,world,thursday,1
16781,1,11,28,9,396,0.563451775,0.999999996,,10,0,1,0,4.997474747,10,lifestyle,thursday,0
16782,1,11,28,9,0,0,0,,0,0,13,0,0,10,,thursday,0
16783,1,11,28,12,176,0.525316452,,,8,2,1,0,3.880681818,5,technology,thursday,1
16787,1,11,29,7,121,0.658333328,,0.854838696,3,2,1,0,4.421487603,8,lifestyle,friday,0
16788,1,11,29,11,451,0.53758542,0.999999996,,18,3,12,1,4.407982262,10,other,friday,1
16789,1,11,29,11,930,0.430903155,0.999999998,0.594495412,13,,,0,4.520430108,7,world,friday,0
16790,1,11,29,10,1125,0.440036068,0.999999998,,17,0,1,0,4.707555556,10,bussiness,friday,0
16792,1,11,29,10,1020,0.456565656,0.999999998,0.667802384,28,5,1,4,4.620588235,8,lifestyle,friday,1
16793,1,11,29,9,899,0.464493597,0.999999998,0.627087197,39,3,11,0,4.641824249,9,lifestyle,friday,0
16794,1,11,29,7,539,0.498091602,0.999999997,0.648318041,17,2,8,0,4.6567718,9,lifestyle,friday,0
16796,1,11,29,12,291,0.560714284,,0.65168539,11,,0,0,4.714776632,8,social media,friday,1
16797,1,11,29,10,113,0.715596324,,,4,3,1,0,4.557522124,8,bussiness,friday,1
16798,1,11,29,14,221,0.744075826,,,17,9,9,2,5.004524887,10,other,friday,1
16799,1,11,29,11,286,0.591240874,,,14,2,0,0,4.772727273,6,world,friday,0
16800,1,11,29,14,547,0.503717471,0.999999997,0.647590359,7,,0,16,4.367458867,10,entertainment,friday,1
16801,1,11,29,10,762,0.478609625,0.999999998,0.602851323,19,9,5,8,4.729658793,9,bussiness,friday,1
16802,1,11,29,11,844,0.460984393,,0.651452281,5,3,1,0,4.579383886,9,world,friday,1
16803,1,11,29,8,803,0.526248399,0.999999998,0.740506328,44,3,1,0,4.925280199,5,social media,friday,1
16804,1,11,29,10,287,0.583643121,0.999999995,0.610256407,26,2,22,0,4.714285714,7,other,friday,1
16805,1,11,29,8,171,0.672839502,0.999999992,0.754237282,8,1,1,1,4.923976608,5,entertainment,friday,1
16806,1,11,29,8,234,0.579908673,0.999999994,,15,4,0,0,5.491452991,6,entertainment,friday,0
16807,1,11,29,9,246,0.626016258,0.999999993,,4,2,0,0,4.695121951,8,technology,friday,1
16808,1,11,29,9,185,0.662790694,,,15,2,12,0,4.827027027,9,other,friday,1
16809,1,11,29,13,568,0.387978141,0.999999998,,64,2,64,0,5.50528169,8,entertainment,friday,0
16810,1,11,29,10,141,0.693430652,,,4,2,0,2,4.574468085,10,other,friday,0
16811,1,11,29,8,687,0.499267935,,0.674641147,11,0,1,0,5.158660844,10,technology,friday,1
16812,1,11,29,9,1426,0.366008462,0.999999999,0.545341614,1,0,6,0,4.420757363,10,technology,friday,1
16813,1,11,29,7,1279,0.406671962,,0.575396825,13,6,1,4,4.661454261,7,bussiness,friday,1
16814,1,11,29,7,266,0.596078429,0.999999994,,14,1,10,0,4.42481203,8,other,friday,1
16815,1,11,29,8,893,0.48960739,0.999999998,,30,29,1,0,4.789473684,10,technology,friday,1
16816,1,11,29,10,801,0.499341238,,0.606870228,50,1,1,0,4.780274657,5,entertainment,friday,1
16817,1,11,30,11,106,0.769230762,0.999999984,,4,2,0,0,4.660377358,10,other,saturday,1
16818,1,11,30,11,555,0.485294117,0.999999997,0.628571427,9,6,1,0,4.884684685,10,bussiness,saturday,1
16819,1,11,30,8,148,0.688888884,0.99999999,0.739583326,3,,1,12,4.594594595,7,other,saturday,0
16820,1,11,30,9,273,0.601476013,0.999999994,,2,0,1,0,4.443223443,10,lifestyle,saturday,0
16821,1,11,30,9,1002,0.459595959,0.999999998,0.678819443,29,4,20,0,4.505988024,8,other,saturday,1
16822,1,11,30,8,286,0.611999998,0.999999994,0.705882349,14,4,10,0,4.388111888,7,bussiness,saturday,1
16823,1,11,30,11,1251,0.467807661,0.999999999,,14,4,10,0,4.977617906,8,world,saturday,0
16824,1,11,30,11,1311,0.41781874,0.999999999,0.613545816,11,3,,0,4.849733028,9,bussiness,saturday,1
16825,1,11,30,8,621,0.570957095,,0.752747251,15,2,11,1,4.504025765,9,entertainment,saturday,1
16827,1,11,30,10,572,0.577738515,0.999999997,,6,6,,1,4.615384615,10,entertainment,saturday,0
16828,1,11,30,8,201,0.643979054,,0.828828821,3,1,0,0,4.497512438,9,technology,saturday,1
16829,1,11,30,12,2124,0.34120983,0.999999999,0.50926672,65,,32,0,4.662900188,5,social media,saturday,0
16830,1,11,30,9,832,0.467162329,,0.61078998,35,1,11,0,4.873798077,10,world,saturday,1
16832,1,11,30,9,951,0.43322818,0.999999998,0.644036696,14,7,1,0,4.751840168,7,bussiness,saturday,1
16833,1,11,30,10,239,0.573221755,0.999999994,,10,2,,0,5.046025105,5,other,saturday,0
16834,1,11,30,11,197,0.691099473,,,7,2,0,0,4.908629442,10,lifestyle,saturday,1
16835,1,12,1,9,235,0.559090907,,,9,,1,1,4.09787234,10,technology,sunday,0
16836,1,12,1,10,214,0.594059403,,0.711999994,6,5,0,1,4.453271028,4,technology,sunday,1
16837,1,12,1,9,260,0.622047242,0.999999993,0.820143879,4,2,,3,4.361538462,9,technology,sunday,1
16838,1,12,1,7,351,0.496453899,0.999999996,,28,2,25,0,4.606837607,6,other,sunday,1
16839,1,12,1,9,446,0.561363635,0.999999996,0.77272727,7,0,1,0,4.757847534,10,lifestyle,sunday,0
16840,1,12,1,10,294,0.624548734,0.999999994,,9,0,1,0,4.911564626,9,lifestyle,sunday,1
16841,1,12,1,10,510,0.573146291,0.999999997,0.7327044,10,3,1,3,4.494117647,10,entertainment,sunday,1
16842,1,12,1,11,999,0.452674897,0.999999998,0.600321026,38,3,10,0,4.787787788,8,lifestyle,sunday,1
16843,1,12,1,11,762,0.437583892,0.999999998,,36,3,10,0,4.649606299,8,lifestyle,sunday,1
16844,1,12,1,7,682,0.511450381,0.999999998,,20,3,9,0,4.177419355,10,technology,sunday,1
16845,1,12,1,11,934,0.482683982,,0.678181817,13,6,1,0,4.573875803,6,world,sunday,0
16846,1,12,1,8,255,0.618110234,0.999999994,0.73291925,6,4,1,0,5.129411765,6,technology,sunday,1
16847,1,12,1,10,324,0.562499998,,0.661764703,12,4,1,1,4.564814815,9,entertainment,sunday,1
16848,1,12,1,11,529,0.467054263,,0.56111111,11,0,10,1,5.020793951,5,world,sunday,0
16849,1,12,1,14,171,0.723270436,0.999999991,,13,10,1,0,5.157894737,9,world,sunday,0
16850,1,12,1,10,1012,0.472945891,,0.659574467,39,15,1,0,4.7756917,10,world,sunday,1
16851,1,12,1,13,1372,0.399103139,0.999999999,,24,,1,2,4.806122449,8,entertainment,sunday,1
16852,1,12,1,12,162,0.748427668,,0.854545447,4,2,0,0,4.820987654,10,entertainment,sunday,1
16853,1,12,1,10,393,0.536269429,,0.710526313,5,4,0,0,4.702290076,10,lifestyle,sunday,1
16854,1,12,1,8,1041,0.446168768,,,17,2,1,0,4.817483189,7,bussiness,sunday,1
16855,1,12,1,9,575,0.513321491,0.999999997,,6,0,1,0,4.845217391,8,world,sunday,0
16856,1,12,1,9,186,0.655367228,0.999999991,0.796296289,6,3,0,9,4.338709677,7,social media,sunday,1
16857,1,12,1,8,1003,0.48195329,0.999999998,0.642740619,24,13,11,0,4.945164506,10,technology,sunday,1
16858,1,12,1,9,1320,0.444707741,0.999999999,,28,22,16,0,4.724242424,10,technology,sunday,1
16859,1,12,2,11,433,0.558752996,0.999999996,,8,2,1,1,4.58891455,6,entertainment,monday,1
16860,1,12,2,10,901,0.435610302,0.999999998,0.596715327,11,3,1,1,4.511653718,10,world,,1
16861,1,12,2,10,864,0.470238095,0.999999998,0.62523191,38,3,,1,4.835648148,7,technology,monday,1
16862,1,12,2,10,394,0.558673468,0.999999995,0.764705879,8,1,1,0,4.421319797,10,lifestyle,monday,0
16864,1,12,2,12,204,0.637755099,0.999999993,0.712230211,8,3,0,0,4.828431373,9,other,monday,1
16866,1,12,2,10,890,0.477866061,0.999999998,0.700201206,16,14,,1,4.478651685,7,bussiness,monday,0
16868,1,12,2,8,113,0.630630625,,,2,1,1,0,4.407079646,4,lifestyle,monday,0
16869,1,12,2,7,278,0.60869565,,0.799999995,9,8,1,0,4.723021583,7,bussiness,monday,1
16870,1,12,2,11,269,0.641221372,,0.702702699,5,2,0,1,4.851301115,4,entertainment,monday,0
16873,1,12,2,7,1118,0.423398328,0.999999999,0.56628242,14,0,,0,4.542039356,8,world,monday,0
16875,1,12,2,13,544,0.533081284,,0.703363912,21,1,1,0,4.584558824,10,world,monday,0
16876,1,12,2,11,336,0.614420061,0.999999995,0.771144275,17,1,14,0,4.8125,9,other,monday,0
16877,1,12,2,9,268,0.530075186,,0.711538457,3,3,0,1,4.130597015,6,bussiness,monday,0
16878,1,12,2,13,920,0.484513274,,0.69736842,12,,1,0,4.552173913,7,bussiness,monday,0
16879,1,12,2,9,510,0.538922155,0.999999997,0.694352157,7,4,1,1,4.821568627,10,world,monday,0
16880,1,12,2,10,420,0.526442306,0.999999996,0.67078189,7,4,1,1,4.633333333,6,social media,monday,1
16881,1,12,2,11,419,0.467625898,0.999999996,0.614406777,6,5,1,1,4.491646778,9,social media,monday,1
16882,1,12,2,12,496,0.559426228,0.999999997,0.73287671,13,0,1,0,4.663306452,10,bussiness,monday,0
16883,1,12,2,12,317,0.587859423,,,5,3,,0,4.539432177,5,social media,monday,1
16884,1,12,2,10,312,0.596551722,,0.722222219,11,,1,9,4.701923077,6,world,monday,1
16885,1,12,2,13,339,0.557575756,0.999999995,0.699530513,4,4,0,4,4.581120944,9,entertainment,monday,1
16886,1,12,2,9,768,0.49387755,0.999999998,,21,2,10,0,4.583333333,8,entertainment,monday,1
16887,1,12,2,8,972,0.479296066,0.999999998,0.76143141,10,0,1,0,4.615226337,5,lifestyle,monday,1
16889,1,12,2,9,226,0.609302323,0.999999993,,24,3,10,0,5.119469027,6,other,monday,1
16890,1,12,2,10,203,0.734374996,0.999999993,,15,4,11,0,4.837438424,8,other,monday,1
16891,1,12,2,10,245,0.602459014,,0.635838147,20,7,0,10,4.942857143,10,other,monday,1
16892,1,12,2,7,274,0.539622639,,,3,2,,0,4.532846715,5,entertainment,monday,0
16893,1,12,2,9,438,0.525114154,,0.687022898,4,1,0,0,4.842465753,7,world,monday,0
16894,1,12,2,10,421,0.57142857,0.999999996,,9,0,1,0,4.831353919,10,world,monday,0
16895,1,12,2,12,451,0.582568806,,0.717391302,19,6,1,1,4.496674058,4,entertainment,monday,0
16896,1,12,2,10,212,0.679611647,0.999999992,0.837209296,4,2,0,1,4.688679245,7,bussiness,monday,0
16898,1,12,2,11,462,0.429577464,,,10,,1,0,4.465367965,3,social media,monday,1
16899,1,12,2,10,962,0.428422152,0.999999998,,15,7,1,0,5.038461538,6,bussiness,monday,1
16900,1,12,2,11,308,0.481203006,,0.524271842,16,5,13,5,4.737012987,10,entertainment,monday,0
16901,1,12,2,15,1073,0.463946869,,0.672985781,34,7,20,0,4.516309413,10,other,monday,1
16902,1,12,2,7,618,0.575221238,,0.749999998,26,10,16,0,4.517799353,9,technology,monday,1
16903,1,12,2,12,241,0.649789027,0.999999993,,2,,0,1,4.597510373,8,world,monday,1
16904,1,12,2,10,199,0.637305696,,0.821428564,8,2,0,1,4.502512563,8,world,monday,1
16905,1,12,2,14,271,0.567669171,0.999999994,0.707006365,4,,1,0,4.660516605,9,bussiness,monday,0
16907,1,12,2,10,733,0.488826815,,,24,2,17,1,4.777626194,8,other,monday,0
16908,1,12,2,10,351,0.586309522,,0.747524749,7,3,0,1,4.367521368,10,entertainment,monday,0
16909,1,12,2,7,265,0.628352488,,,6,6,1,0,4.879245283,5,bussiness,monday,0
16910,1,12,2,10,201,0.64974619,,0.773109237,6,2,1,0,4.273631841,5,social media,monday,0
16912,1,12,2,9,958,0.511134676,,,12,4,1,1,5.106471816,5,world,monday,0
16914,1,12,2,9,268,0.653386452,0.999999995,,21,5,0,13,4.514925373,9,entertainment,monday,1
16915,1,12,2,10,141,0.711111106,,0.860465106,6,1,0,1,4.177304965,9,entertainment,monday,1
16916,1,12,3,10,1344,0.462382445,0.999999999,0.664499349,29,3,,0,4.680059524,5,technology,tuesday,1
16917,1,12,3,10,1117,0.472609099,,0.624293784,23,0,1,0,4.971351835,9,world,tuesday,0
16918,1,12,3,11,117,0.730434776,0.999999985,,7,4,0,0,4.735042735,10,bussiness,tuesday,0
16919,1,12,3,9,838,0.471951219,0.999999998,0.645030425,14,2,1,0,4.933174224,10,world,tuesday,0
16920,1,12,3,7,596,0.526956521,0.999999997,,21,3,,0,4.694630872,8,world,tuesday,0
16921,1,12,3,11,246,0.537117902,0.999999994,0.57831325,5,3,12,1,5.12195122,6,entertainment,tuesday,0
16922,1,12,3,8,517,0.522417153,0.999999997,,18,,1,0,4.541586074,8,lifestyle,tuesday,0
